sample_index,file_id,filename,true_label,attack_id,speaker_id,shard_source,index_in_shard,selection_seed
243,LA_E_1064405,LA_E_1064405.flac,SPOOF,A07,LA_0009,test-00000-of-00009.parquet,2980,42
244,LA_E_2156023,LA_E_2156023.flac,SPOOF,A10,LA_0033,test-00000-of-00009.parquet,3215,42
245,LA_E_3184392,LA_E_3184392.flac,SPOOF,A17,LA_0024,test-00000-of-00009.parquet,6154,42
246,LA_E_9578227,LA_E_9578227.flac,BONAFIDE,-,LA_0058,test-00000-of-00009.parquet,196,42
247,LA_E_9709651,LA_E_9709651.flac,SPOOF,A18,LA_0047,test-00000-of-00009.parquet,5173,42
248,LA_E_4350971,LA_E_4350971.flac,SPOOF,A13,LA_0014,test-00000-of-00009.parquet,6232,42
249,LA_E_5486391,LA_E_5486391.flac,BONAFIDE,-,LA_0058,test-00000-of-00009.parquet,2207,42
250,LA_E_3681100,LA_E_3681100.flac,BONAFIDE,-,LA_0037,test-00000-of-00009.parquet,1246,42
251,LA_E_6452847,LA_E_6452847.flac,SPOOF,A17,LA_0027,test-00000-of-00009.parquet,6890,42
252,LA_E_4149038,LA_E_4149038.flac,BONAFIDE,-,LA_0066,test-00000-of-00009.parquet,4420,42
253,LA_E_9195169,LA_E_9195169.flac,BONAFIDE,-,LA_0055,test-00000-of-00009.parquet,638,42
254,LA_E_1783571,LA_E_1783571.flac,BONAFIDE,-,LA_0056,test-00000-of-00009.parquet,2361,42
255,LA_E_4230786,LA_E_4230786.flac,BONAFIDE,-,LA_0001,test-00000-of-00009.parquet,1027,42
256,LA_E_3030272,LA_E_3030272.flac,BONAFIDE,-,LA_0033,test-00000-of-00009.parquet,1270,42
257,LA_E_5033229,LA_E_5033229.flac,BONAFIDE,-,LA_0060,test-00000-of-00009.parquet,4097,42
258,LA_E_5650977,LA_E_5650977.flac,BONAFIDE,-,LA_0052,test-00000-of-00009.parquet,5817,42
259,LA_E_5862458,LA_E_5862458.flac,BONAFIDE,-,LA_0002,test-00000-of-00009.parquet,4738,42
260,LA_E_3581006,LA_E_3581006.flac,BONAFIDE,-,LA_0003,test-00000-of-00009.parquet,4267,42
261,LA_E_9910906,LA_E_9910906.flac,SPOOF,A18,LA_0005,test-00000-of-00009.parquet,7178,42
262,LA_E_2687712,LA_E_2687712.flac,BONAFIDE,-,LA_0031,test-00000-of-00009.parquet,666,42
263,LA_E_5252960,LA_E_5252960.flac,SPOOF,A12,LA_0016,test-00000-of-00009.parquet,3845,42
264,LA_E_1911910,LA_E_1911910.flac,BONAFIDE,-,LA_0034,test-00000-of-00009.parquet,195,42
265,LA_E_4827168,LA_E_4827168.flac,SPOOF,A19,LA_0024,test-00000-of-00009.parquet,6212,42
266,LA_E_4060503,LA_E_4060503.flac,SPOOF,A12,LA_0043,test-00000-of-00009.parquet,7032,42
267,LA_E_3338123,LA_E_3338123.flac,BONAFIDE,-,LA_0003,test-00000-of-00009.parquet,6106,42
268,LA_E_3605433,LA_E_3605433.flac,BONAFIDE,-,LA_0030,test-00000-of-00009.parquet,3883,42
269,LA_E_4852262,LA_E_4852262.flac,BONAFIDE,-,LA_0004,test-00000-of-00009.parquet,2079,42
270,LA_E_7157393,LA_E_7157393.flac,SPOOF,A13,LA_0017,test-00000-of-00009.parquet,4075,42
271,LA_E_5326497,LA_E_5326497.flac,SPOOF,A11,LA_0043,test-00000-of-00009.parquet,3595,42
272,LA_E_9476637,LA_E_9476637.flac,SPOOF,A12,LA_0041,test-00000-of-00009.parquet,2937,42
273,LA_E_9063665,LA_E_9063665.flac,SPOOF,A10,LA_0026,test-00000-of-00009.parquet,6246,42
274,LA_E_8204966,LA_E_8204966.flac,BONAFIDE,-,LA_0043,test-00000-of-00009.parquet,2454,42
275,LA_E_1312327,LA_E_1312327.flac,SPOOF,A17,LA_0006,test-00000-of-00009.parquet,6262,42
276,LA_E_8632976,LA_E_8632976.flac,SPOOF,A15,LA_0031,test-00000-of-00009.parquet,3690,42
277,LA_E_4862472,LA_E_4862472.flac,SPOOF,A07,LA_0007,test-00000-of-00009.parquet,1795,42
278,LA_E_5979927,LA_E_5979927.flac,SPOOF,A08,LA_0021,test-00000-of-00009.parquet,1847,42
279,LA_E_9856020,LA_E_9856020.flac,SPOOF,A19,LA_0019,test-00000-of-00009.parquet,7008,42
280,LA_E_3958544,LA_E_3958544.flac,SPOOF,A19,LA_0006,test-00000-of-00009.parquet,790,42
281,LA_E_6512887,LA_E_6512887.flac,BONAFIDE,-,LA_0006,test-00000-of-00009.parquet,4432,42
282,LA_E_5313973,LA_E_5313973.flac,BONAFIDE,-,LA_0060,test-00000-of-00009.parquet,159,42
283,LA_E_6162524,LA_E_6162524.flac,BONAFIDE,-,LA_0063,test-00000-of-00009.parquet,4486,42
284,LA_E_5667435,LA_E_5667435.flac,BONAFIDE,-,LA_0051,test-00000-of-00009.parquet,1417,42
285,LA_E_4260938,LA_E_4260938.flac,SPOOF,A17,LA_0041,test-00000-of-00009.parquet,6739,42
286,LA_E_4557836,LA_E_4557836.flac,SPOOF,A17,LA_0038,test-00000-of-00009.parquet,6086,42
287,LA_E_4932099,LA_E_4932099.flac,BONAFIDE,-,LA_0031,test-00000-of-00009.parquet,1521,42
288,LA_E_1023824,LA_E_1023824.flac,BONAFIDE,-,LA_0017,test-00000-of-00009.parquet,3252,42
289,LA_E_5035954,LA_E_5035954.flac,SPOOF,A15,LA_0042,test-00000-of-00009.parquet,1494,42
290,LA_E_7231301,LA_E_7231301.flac,SPOOF,A08,LA_0048,test-00000-of-00009.parquet,7721,42
291,LA_E_5200752,LA_E_5200752.flac,SPOOF,A11,LA_0024,test-00000-of-00009.parquet,1584,42
292,LA_E_8847733,LA_E_8847733.flac,SPOOF,A07,LA_0014,test-00000-of-00009.parquet,1712,42
293,LA_E_5824773,LA_E_5824773.flac,SPOOF,A14,LA_0006,test-00000-of-00009.parquet,7126,42
294,LA_E_9862588,LA_E_9862588.flac,BONAFIDE,-,LA_0027,test-00000-of-00009.parquet,4493,42
295,LA_E_5419661,LA_E_5419661.flac,BONAFIDE,-,LA_0017,test-00000-of-00009.parquet,3107,42
296,LA_E_1873948,LA_E_1873948.flac,BONAFIDE,-,LA_0061,test-00000-of-00009.parquet,3613,42
297,LA_E_2095975,LA_E_2095975.flac,BONAFIDE,-,LA_0043,test-00000-of-00009.parquet,5523,42
298,LA_E_3558164,LA_E_3558164.flac,SPOOF,A16,LA_0004,test-00000-of-00009.parquet,6464,42
299,LA_E_2406660,LA_E_2406660.flac,SPOOF,A12,LA_0035,test-00000-of-00009.parquet,1236,42
300,LA_E_3988178,LA_E_3988178.flac,SPOOF,A12,LA_0045,test-00000-of-00009.parquet,3557,42
301,LA_E_1554746,LA_E_1554746.flac,SPOOF,A19,LA_0026,test-00000-of-00009.parquet,4993,42
302,LA_E_4534151,LA_E_4534151.flac,BONAFIDE,-,LA_0011,test-00000-of-00009.parquet,4193,42
303,LA_E_7119102,LA_E_7119102.flac,SPOOF,A12,LA_0033,test-00000-of-00009.parquet,7414,42
304,LA_E_3515491,LA_E_3515491.flac,BONAFIDE,-,LA_0040,test-00000-of-00009.parquet,1805,42
305,LA_E_7546985,LA_E_7546985.flac,SPOOF,A09,LA_0012,test-00000-of-00009.parquet,6362,42
306,LA_E_7991213,LA_E_7991213.flac,BONAFIDE,-,LA_0032,test-00000-of-00009.parquet,5213,42
307,LA_E_8506338,LA_E_8506338.flac,SPOOF,A18,LA_0048,test-00000-of-00009.parquet,1265,42
308,LA_E_3682344,LA_E_3682344.flac,SPOOF,A17,LA_0025,test-00000-of-00009.parquet,7586,42
309,LA_E_4855153,LA_E_4855153.flac,SPOOF,A15,LA_0035,test-00000-of-00009.parquet,4740,42
310,LA_E_9941606,LA_E_9941606.flac,SPOOF,A15,LA_0037,test-00000-of-00009.parquet,1383,42
311,LA_E_4837413,LA_E_4837413.flac,SPOOF,A14,LA_0016,test-00000-of-00009.parquet,3435,42
312,LA_E_4678440,LA_E_4678440.flac,SPOOF,A07,LA_0045,test-00000-of-00009.parquet,6083,42
313,LA_E_8601887,LA_E_8601887.flac,BONAFIDE,-,LA_0068,test-00000-of-00009.parquet,5685,42
314,LA_E_1579654,LA_E_1579654.flac,SPOOF,A18,LA_0043,test-00000-of-00009.parquet,2026,42
315,LA_E_3850054,LA_E_3850054.flac,SPOOF,A07,LA_0041,test-00000-of-00009.parquet,4949,42
316,LA_E_4408989,LA_E_4408989.flac,SPOOF,A19,LA_0016,test-00000-of-00009.parquet,5622,42
317,LA_E_1086117,LA_E_1086117.flac,BONAFIDE,-,LA_0032,test-00000-of-00009.parquet,7219,42
318,LA_E_6322548,LA_E_6322548.flac,SPOOF,A18,LA_0012,test-00000-of-00009.parquet,3456,42
319,LA_E_2038545,LA_E_2038545.flac,BONAFIDE,-,LA_0010,test-00000-of-00009.parquet,5531,42
320,LA_E_5272368,LA_E_5272368.flac,BONAFIDE,-,LA_0013,test-00000-of-00009.parquet,6360,42
321,LA_E_3155275,LA_E_3155275.flac,SPOOF,A07,LA_0030,test-00000-of-00009.parquet,1002,42
322,LA_E_7769271,LA_E_7769271.flac,BONAFIDE,-,LA_0064,test-00000-of-00009.parquet,348,42
323,LA_E_1967135,LA_E_1967135.flac,BONAFIDE,-,LA_0016,test-00000-of-00009.parquet,2216,42
324,LA_E_5980440,LA_E_5980440.flac,BONAFIDE,-,LA_0066,test-00000-of-00009.parquet,690,42
325,LA_E_2616113,LA_E_2616113.flac,BONAFIDE,-,LA_0022,test-00000-of-00009.parquet,5276,42
326,LA_E_1831235,LA_E_1831235.flac,BONAFIDE,-,LA_0042,test-00000-of-00009.parquet,774,42
327,LA_E_6971142,LA_E_6971142.flac,SPOOF,A18,LA_0010,test-00000-of-00009.parquet,4728,42
328,LA_E_1535034,LA_E_1535034.flac,SPOOF,A19,LA_0041,test-00000-of-00009.parquet,2457,42
329,LA_E_2790922,LA_E_2790922.flac,BONAFIDE,-,LA_0068,test-00000-of-00009.parquet,1984,42
330,LA_E_4595991,LA_E_4595991.flac,BONAFIDE,-,LA_0031,test-00000-of-00009.parquet,3513,42
331,LA_E_9266843,LA_E_9266843.flac,BONAFIDE,-,LA_0012,test-00000-of-00009.parquet,7566,42
332,LA_E_5871315,LA_E_5871315.flac,BONAFIDE,-,LA_0010,test-00000-of-00009.parquet,92,42
333,LA_E_1412604,LA_E_1412604.flac,BONAFIDE,-,LA_0060,test-00000-of-00009.parquet,880,42
334,LA_E_8357084,LA_E_8357084.flac,BONAFIDE,-,LA_0061,test-00000-of-00009.parquet,1420,42
335,LA_E_1874581,LA_E_1874581.flac,SPOOF,A10,LA_0041,test-00000-of-00009.parquet,4584,42
336,LA_E_5896583,LA_E_5896583.flac,SPOOF,A08,LA_0006,test-00000-of-00009.parquet,6055,42
337,LA_E_3489613,LA_E_3489613.flac,BONAFIDE,-,LA_0050,test-00000-of-00009.parquet,2089,42
338,LA_E_9534087,LA_E_9534087.flac,SPOOF,A09,LA_0024,test-00000-of-00009.parquet,6809,42
339,LA_E_7999038,LA_E_7999038.flac,BONAFIDE,-,LA_0026,test-00000-of-00009.parquet,3444,42
340,LA_E_1463850,LA_E_1463850.flac,SPOOF,A15,LA_0036,test-00000-of-00009.parquet,2817,42
341,LA_E_4572065,LA_E_4572065.flac,SPOOF,A13,LA_0041,test-00000-of-00009.parquet,7314,42
342,LA_E_6352182,LA_E_6352182.flac,BONAFIDE,-,LA_0048,test-00000-of-00009.parquet,6616,42
343,LA_E_7834754,LA_E_7834754.flac,SPOOF,A16,LA_0033,test-00000-of-00009.parquet,6906,42
344,LA_E_9632143,LA_E_9632143.flac,BONAFIDE,-,LA_0037,test-00000-of-00009.parquet,6521,42
345,LA_E_2207289,LA_E_2207289.flac,SPOOF,A14,LA_0015,test-00000-of-00009.parquet,4506,42
346,LA_E_8228779,LA_E_8228779.flac,SPOOF,A17,LA_0019,test-00000-of-00009.parquet,3118,42
347,LA_E_7086427,LA_E_7086427.flac,BONAFIDE,-,LA_0003,test-00000-of-00009.parquet,3318,42
348,LA_E_7502451,LA_E_7502451.flac,SPOOF,A12,LA_0018,test-00000-of-00009.parquet,4916,42
349,LA_E_3191926,LA_E_3191926.flac,BONAFIDE,-,LA_0031,test-00000-of-00009.parquet,6783,42
350,LA_E_5042332,LA_E_5042332.flac,SPOOF,A16,LA_0042,test-00000-of-00009.parquet,288,42
351,LA_E_5821103,LA_E_5821103.flac,BONAFIDE,-,LA_0027,test-00000-of-00009.parquet,4434,42
352,LA_E_8478574,LA_E_8478574.flac,BONAFIDE,-,LA_0018,test-00000-of-00009.parquet,4844,42
353,LA_E_1499507,LA_E_1499507.flac,BONAFIDE,-,LA_0066,test-00000-of-00009.parquet,3296,42
354,LA_E_7829061,LA_E_7829061.flac,BONAFIDE,-,LA_0017,test-00000-of-00009.parquet,5102,42
355,LA_E_5104511,LA_E_5104511.flac,BONAFIDE,-,LA_0001,test-00000-of-00009.parquet,928,42
356,LA_E_8047059,LA_E_8047059.flac,SPOOF,A08,LA_0008,test-00000-of-00009.parquet,7171,42
357,LA_E_6074132,LA_E_6074132.flac,BONAFIDE,-,LA_0036,test-00000-of-00009.parquet,1168,42
358,LA_E_2047379,LA_E_2047379.flac,SPOOF,A16,LA_0047,test-00000-of-00009.parquet,1149,42
359,LA_E_1502591,LA_E_1502591.flac,SPOOF,A14,LA_0019,test-00000-of-00009.parquet,5950,42
360,LA_E_3166347,LA_E_3166347.flac,BONAFIDE,-,LA_0064,test-00000-of-00009.parquet,2008,42
361,LA_E_4056707,LA_E_4056707.flac,SPOOF,A11,LA_0031,test-00000-of-00009.parquet,1691,42
362,LA_E_6799052,LA_E_6799052.flac,BONAFIDE,-,LA_0026,test-00000-of-00009.parquet,2730,42
363,LA_E_9274391,LA_E_9274391.flac,BONAFIDE,-,LA_0015,test-00000-of-00009.parquet,3236,42
364,LA_E_9738502,LA_E_9738502.flac,BONAFIDE,-,LA_0042,test-00000-of-00009.parquet,1853,42
365,LA_E_6147346,LA_E_6147346.flac,BONAFIDE,-,LA_0004,test-00000-of-00009.parquet,916,42
366,LA_E_9347520,LA_E_9347520.flac,SPOOF,A10,LA_0004,test-00000-of-00009.parquet,6961,42
367,LA_E_9519495,LA_E_9519495.flac,SPOOF,A17,LA_0043,test-00000-of-00009.parquet,4921,42
368,LA_E_6327702,LA_E_6327702.flac,SPOOF,A16,LA_0020,test-00000-of-00009.parquet,4724,42
369,LA_E_9195890,LA_E_9195890.flac,SPOOF,A10,LA_0007,test-00000-of-00009.parquet,5683,42
370,LA_E_1851850,LA_E_1851850.flac,SPOOF,A07,LA_0030,test-00000-of-00009.parquet,675,42
371,LA_E_9266831,LA_E_9266831.flac,SPOOF,A17,LA_0009,test-00000-of-00009.parquet,393,42
372,LA_E_9019707,LA_E_9019707.flac,SPOOF,A14,LA_0015,test-00000-of-00009.parquet,3006,42
373,LA_E_8900105,LA_E_8900105.flac,BONAFIDE,-,LA_0060,test-00000-of-00009.parquet,7527,42
374,LA_E_4628216,LA_E_4628216.flac,BONAFIDE,-,LA_0040,test-00000-of-00009.parquet,6852,42
375,LA_E_6693368,LA_E_6693368.flac,BONAFIDE,-,LA_0037,test-00000-of-00009.parquet,2062,42
376,LA_E_3261702,LA_E_3261702.flac,BONAFIDE,-,LA_0042,test-00000-of-00009.parquet,1828,42
377,LA_E_6126872,LA_E_6126872.flac,BONAFIDE,-,LA_0053,test-00000-of-00009.parquet,1999,42
378,LA_E_1458228,LA_E_1458228.flac,SPOOF,A07,LA_0004,test-00000-of-00009.parquet,1608,42
379,LA_E_4086132,LA_E_4086132.flac,SPOOF,A08,LA_0019,test-00000-of-00009.parquet,361,42
380,LA_E_7366604,LA_E_7366604.flac,SPOOF,A12,LA_0026,test-00000-of-00009.parquet,7472,42
381,LA_E_6314733,LA_E_6314733.flac,BONAFIDE,-,LA_0039,test-00000-of-00009.parquet,15,42
382,LA_E_9893355,LA_E_9893355.flac,BONAFIDE,-,LA_0038,test-00000-of-00009.parquet,3825,42
383,LA_E_7037148,LA_E_7037148.flac,BONAFIDE,-,LA_0059,test-00000-of-00009.parquet,503,42
384,LA_E_5295339,LA_E_5295339.flac,BONAFIDE,-,LA_0027,test-00000-of-00009.parquet,4996,42
385,LA_E_7131679,LA_E_7131679.flac,BONAFIDE,-,LA_0029,test-00000-of-00009.parquet,1247,42
386,LA_E_2462161,LA_E_2462161.flac,BONAFIDE,-,LA_0023,test-00000-of-00009.parquet,4518,42
387,LA_E_3817123,LA_E_3817123.flac,SPOOF,A07,LA_0041,test-00000-of-00009.parquet,2529,42
388,LA_E_1425990,LA_E_1425990.flac,SPOOF,A17,LA_0005,test-00000-of-00009.parquet,21,42
389,LA_E_6067099,LA_E_6067099.flac,SPOOF,A08,LA_0019,test-00000-of-00009.parquet,1228,42
390,LA_E_9500557,LA_E_9500557.flac,SPOOF,A08,LA_0006,test-00000-of-00009.parquet,88,42
391,LA_E_3233085,LA_E_3233085.flac,BONAFIDE,-,LA_0059,test-00000-of-00009.parquet,5527,42
392,LA_E_6180594,LA_E_6180594.flac,SPOOF,A08,LA_0019,test-00000-of-00009.parquet,3948,42
393,LA_E_3267360,LA_E_3267360.flac,BONAFIDE,-,LA_0017,test-00000-of-00009.parquet,1890,42
394,LA_E_9007051,LA_E_9007051.flac,SPOOF,A09,LA_0044,test-00000-of-00009.parquet,5129,42
395,LA_E_1255270,LA_E_1255270.flac,BONAFIDE,-,LA_0041,test-00000-of-00009.parquet,7875,42
396,LA_E_8881352,LA_E_8881352.flac,BONAFIDE,-,LA_0008,test-00000-of-00009.parquet,1731,42
397,LA_E_3628816,LA_E_3628816.flac,BONAFIDE,-,LA_0036,test-00000-of-00009.parquet,1302,42
398,LA_E_4133730,LA_E_4133730.flac,BONAFIDE,-,LA_0017,test-00000-of-00009.parquet,7256,42
399,LA_E_5793024,LA_E_5793024.flac,BONAFIDE,-,LA_0011,test-00000-of-00009.parquet,7019,42
400,LA_E_8911840,LA_E_8911840.flac,BONAFIDE,-,LA_0004,test-00000-of-00009.parquet,6562,42
401,LA_E_4638560,LA_E_4638560.flac,SPOOF,A15,LA_0029,test-00000-of-00009.parquet,4274,42
402,LA_E_6322723,LA_E_6322723.flac,SPOOF,A07,LA_0037,test-00000-of-00009.parquet,6146,42
403,LA_E_6254578,LA_E_6254578.flac,BONAFIDE,-,LA_0033,test-00000-of-00009.parquet,4839,42
404,LA_E_3839327,LA_E_3839327.flac,BONAFIDE,-,LA_0052,test-00000-of-00009.parquet,3624,42
405,LA_E_4282721,LA_E_4282721.flac,SPOOF,A11,LA_0037,test-00000-of-00009.parquet,2234,42
406,LA_E_9444582,LA_E_9444582.flac,SPOOF,A13,LA_0010,test-00000-of-00009.parquet,2753,42
407,LA_E_3118482,LA_E_3118482.flac,SPOOF,A16,LA_0019,test-00000-of-00009.parquet,1943,42
408,LA_E_6958427,LA_E_6958427.flac,SPOOF,A07,LA_0036,test-00000-of-00009.parquet,5721,42
409,LA_E_8508985,LA_E_8508985.flac,SPOOF,A15,LA_0008,test-00000-of-00009.parquet,6706,42
410,LA_E_5806762,LA_E_5806762.flac,SPOOF,A16,LA_0027,test-00000-of-00009.parquet,722,42
411,LA_E_4419869,LA_E_4419869.flac,SPOOF,A08,LA_0043,test-00000-of-00009.parquet,3298,42
412,LA_E_9266414,LA_E_9266414.flac,BONAFIDE,-,LA_0066,test-00000-of-00009.parquet,7883,42
413,LA_E_5438477,LA_E_5438477.flac,SPOOF,A19,LA_0030,test-00000-of-00009.parquet,6211,42
414,LA_E_1181481,LA_E_1181481.flac,BONAFIDE,-,LA_0004,test-00000-of-00009.parquet,6637,42
415,LA_E_5438767,LA_E_5438767.flac,SPOOF,A11,LA_0022,test-00000-of-00009.parquet,4699,42
416,LA_E_7575364,LA_E_7575364.flac,BONAFIDE,-,LA_0064,test-00000-of-00009.parquet,5680,42
417,LA_E_6974963,LA_E_6974963.flac,BONAFIDE,-,LA_0042,test-00000-of-00009.parquet,5442,42
418,LA_E_1797904,LA_E_1797904.flac,SPOOF,A09,LA_0026,test-00000-of-00009.parquet,6857,42
419,LA_E_4601956,LA_E_4601956.flac,SPOOF,A07,LA_0024,test-00000-of-00009.parquet,7615,42
420,LA_E_1894511,LA_E_1894511.flac,BONAFIDE,-,LA_0024,test-00000-of-00009.parquet,3880,42
421,LA_E_8200655,LA_E_8200655.flac,BONAFIDE,-,LA_0016,test-00000-of-00009.parquet,1361,42
422,LA_E_9103340,LA_E_9103340.flac,BONAFIDE,-,LA_0058,test-00000-of-00009.parquet,1153,42
423,LA_E_2391093,LA_E_2391093.flac,SPOOF,A18,LA_0023,test-00000-of-00009.parquet,4520,42
424,LA_E_6007268,LA_E_6007268.flac,BONAFIDE,-,LA_0004,test-00000-of-00009.parquet,5392,42
425,LA_E_8163420,LA_E_8163420.flac,BONAFIDE,-,LA_0045,test-00000-of-00009.parquet,7349,42
426,LA_E_1750371,LA_E_1750371.flac,BONAFIDE,-,LA_0035,test-00000-of-00009.parquet,4293,42
427,LA_E_7147053,LA_E_7147053.flac,BONAFIDE,-,LA_0009,test-00000-of-00009.parquet,6033,42
428,LA_E_7396859,LA_E_7396859.flac,SPOOF,A14,LA_0022,test-00000-of-00009.parquet,3309,42
429,LA_E_3793491,LA_E_3793491.flac,SPOOF,A16,LA_0022,test-00000-of-00009.parquet,3885,42
430,LA_E_6554062,LA_E_6554062.flac,BONAFIDE,-,LA_0014,test-00000-of-00009.parquet,915,42
431,LA_E_1647896,LA_E_1647896.flac,SPOOF,A07,LA_0035,test-00000-of-00009.parquet,7825,42
432,LA_E_1002903,LA_E_1002903.flac,BONAFIDE,-,LA_0028,test-00000-of-00009.parquet,7517,42
433,LA_E_6812818,LA_E_6812818.flac,SPOOF,A11,LA_0012,test-00000-of-00009.parquet,4357,42
434,LA_E_1078880,LA_E_1078880.flac,BONAFIDE,-,LA_0016,test-00000-of-00009.parquet,7624,42
435,LA_E_9510585,LA_E_9510585.flac,SPOOF,A10,LA_0024,test-00000-of-00009.parquet,5936,42
436,LA_E_4366255,LA_E_4366255.flac,BONAFIDE,-,LA_0060,test-00000-of-00009.parquet,2284,42
437,LA_E_7936776,LA_E_7936776.flac,BONAFIDE,-,LA_0042,test-00000-of-00009.parquet,700,42
438,LA_E_9289036,LA_E_9289036.flac,SPOOF,A10,LA_0042,test-00000-of-00009.parquet,685,42
439,LA_E_4135438,LA_E_4135438.flac,BONAFIDE,-,LA_0003,test-00000-of-00009.parquet,6113,42
440,LA_E_8135378,LA_E_8135378.flac,SPOOF,A11,LA_0034,test-00000-of-00009.parquet,961,42
441,LA_E_8142595,LA_E_8142595.flac,SPOOF,A13,LA_0010,test-00000-of-00009.parquet,240,42
442,LA_E_6672442,LA_E_6672442.flac,BONAFIDE,-,LA_0027,test-00000-of-00009.parquet,2268,42
443,LA_E_7404410,LA_E_7404410.flac,BONAFIDE,-,LA_0006,test-00000-of-00009.parquet,2456,42
444,LA_E_8710031,LA_E_8710031.flac,BONAFIDE,-,LA_0035,test-00000-of-00009.parquet,1234,42
445,LA_E_5332286,LA_E_5332286.flac,SPOOF,A07,LA_0017,test-00000-of-00009.parquet,5449,42
446,LA_E_1361749,LA_E_1361749.flac,SPOOF,A11,LA_0042,test-00000-of-00009.parquet,5603,42
447,LA_E_8629975,LA_E_8629975.flac,SPOOF,A14,LA_0022,test-00000-of-00009.parquet,3775,42
448,LA_E_2119559,LA_E_2119559.flac,SPOOF,A13,LA_0001,test-00000-of-00009.parquet,4669,42
449,LA_E_4729612,LA_E_4729612.flac,SPOOF,A08,LA_0039,test-00000-of-00009.parquet,7639,42
450,LA_E_8071098,LA_E_8071098.flac,SPOOF,A14,LA_0022,test-00000-of-00009.parquet,704,42
451,LA_E_9378528,LA_E_9378528.flac,BONAFIDE,-,LA_0049,test-00000-of-00009.parquet,4459,42
452,LA_E_8302699,LA_E_8302699.flac,SPOOF,A19,LA_0019,test-00000-of-00009.parquet,1377,42
453,LA_E_4482252,LA_E_4482252.flac,SPOOF,A07,LA_0027,test-00000-of-00009.parquet,4742,42
454,LA_E_7566841,LA_E_7566841.flac,BONAFIDE,-,LA_0068,test-00000-of-00009.parquet,1070,42
455,LA_E_1843663,LA_E_1843663.flac,SPOOF,A15,LA_0003,test-00000-of-00009.parquet,4602,42
456,LA_E_5885996,LA_E_5885996.flac,BONAFIDE,-,LA_0035,test-00000-of-00009.parquet,5925,42
457,LA_E_9771579,LA_E_9771579.flac,SPOOF,A19,LA_0034,test-00000-of-00009.parquet,5812,42
458,LA_E_4270370,LA_E_4270370.flac,SPOOF,A07,LA_0034,test-00000-of-00009.parquet,4625,42
459,LA_E_3927922,LA_E_3927922.flac,BONAFIDE,-,LA_0041,test-00000-of-00009.parquet,1450,42
460,LA_E_7739965,LA_E_7739965.flac,SPOOF,A10,LA_0022,test-00000-of-00009.parquet,1358,42
461,LA_E_2267026,LA_E_2267026.flac,SPOOF,A09,LA_0021,test-00000-of-00009.parquet,7297,42
462,LA_E_5849439,LA_E_5849439.flac,BONAFIDE,-,LA_0025,test-00000-of-00009.parquet,1438,42
463,LA_E_7255033,LA_E_7255033.flac,BONAFIDE,-,LA_0022,test-00000-of-00009.parquet,634,42
464,LA_E_9958575,LA_E_9958575.flac,SPOOF,A16,LA_0013,test-00000-of-00009.parquet,4399,42
465,LA_E_6340455,LA_E_6340455.flac,SPOOF,A14,LA_0012,test-00000-of-00009.parquet,2858,42
466,LA_E_9468275,LA_E_9468275.flac,SPOOF,A15,LA_0035,test-00000-of-00009.parquet,4573,42
467,LA_E_7923065,LA_E_7923065.flac,SPOOF,A16,LA_0006,test-00000-of-00009.parquet,6538,42
468,LA_E_4498530,LA_E_4498530.flac,BONAFIDE,-,LA_0033,test-00000-of-00009.parquet,3505,42
469,LA_E_9097702,LA_E_9097702.flac,BONAFIDE,-,LA_0035,test-00000-of-00009.parquet,4240,42
470,LA_E_2050154,LA_E_2050154.flac,BONAFIDE,-,LA_0001,test-00000-of-00009.parquet,379,42
471,LA_E_2044500,LA_E_2044500.flac,BONAFIDE,-,LA_0068,test-00000-of-00009.parquet,7486,42
472,LA_E_7127059,LA_E_7127059.flac,SPOOF,A19,LA_0038,test-00000-of-00009.parquet,1284,42
473,LA_E_6217839,LA_E_6217839.flac,BONAFIDE,-,LA_0063,test-00000-of-00009.parquet,3055,42
474,LA_E_1369397,LA_E_1369397.flac,SPOOF,A09,LA_0029,test-00000-of-00009.parquet,6822,42
475,LA_E_6705760,LA_E_6705760.flac,SPOOF,A18,LA_0035,test-00000-of-00009.parquet,7005,42
476,LA_E_4506817,LA_E_4506817.flac,SPOOF,A07,LA_0020,test-00000-of-00009.parquet,3238,42
477,LA_E_7524164,LA_E_7524164.flac,SPOOF,A10,LA_0031,test-00000-of-00009.parquet,4116,42
478,LA_E_2204765,LA_E_2204765.flac,SPOOF,A08,LA_0027,test-00000-of-00009.parquet,2991,42
479,LA_E_1717912,LA_E_1717912.flac,SPOOF,A08,LA_0028,test-00000-of-00009.parquet,7766,42
480,LA_E_5661662,LA_E_5661662.flac,SPOOF,A12,LA_0035,test-00000-of-00009.parquet,3889,42
481,LA_E_5878785,LA_E_5878785.flac,SPOOF,A09,LA_0013,test-00000-of-00009.parquet,7021,42
482,LA_E_3263490,LA_E_3263490.flac,BONAFIDE,-,LA_0016,test-00000-of-00009.parquet,7257,42
483,LA_E_9190045,LA_E_9190045.flac,BONAFIDE,-,LA_0022,test-00000-of-00009.parquet,6370,42
484,LA_E_3334821,LA_E_3334821.flac,BONAFIDE,-,LA_0038,test-00000-of-00009.parquet,3300,42
485,LA_E_5399550,LA_E_5399550.flac,BONAFIDE,-,LA_0046,test-00000-of-00009.parquet,1047,42
