trial_index,file_id,filename,true_label,attack_id,speaker_id,rawnet2_score,prob_bonafide,prob_spoof,predicted_label,inference_time_ms,device
159,LA_E_2914296,LA_E_2914296.flac,BONAFIDE,-,LA_0020,-10.625131607055664,2.429763330891827e-05,0.9999756818971167,SPOOF,27.080400001068483,cuda:0
160,LA_E_4817837,LA_E_4817837.flac,BONAFIDE,-,LA_0046,-3.358752489089966,0.0347786185994328,0.9652214092767888,SPOOF,26.184100001046318,cuda:0
161,LA_E_1311985,LA_E_1311985.flac,BONAFIDE,-,LA_0034,-2.7348222732543945,0.06490554152951873,0.9350944585455152,SPOOF,20.99869999983639,cuda:0
162,LA_E_3529845,LA_E_3529845.flac,SPOOF,A16,LA_0022,-0.12482406944036484,0.8826521744166731,0.1173477640033516,BONAFIDE,22.144999998999992,cuda:0
163,LA_E_3141295,LA_E_3141295.flac,SPOOF,A12,LA_0046,-7.860667705535889,0.0003856163072500451,0.9996143874960246,SPOOF,27.43929999996908,cuda:0
164,LA_E_1039225,LA_E_1039225.flac,SPOOF,A14,LA_0009,-8.085914611816406,0.0003078448573442559,0.9996921772023923,SPOOF,59.84840000019176,cuda:0
165,LA_E_5389379,LA_E_5389379.flac,SPOOF,A07,LA_0040,-3.519896984100342,0.02960248453739927,0.9703975021482956,SPOOF,38.037799999074196,cuda:0
166,LA_E_1353690,LA_E_1353690.flac,SPOOF,A14,LA_0001,-5.987772464752197,0.0025092472662192,0.9974907578096683,SPOOF,43.30370000025141,cuda:0
167,LA_E_2016209,LA_E_2016209.flac,SPOOF,A09,LA_0042,-5.638891220092773,0.0035568099400661566,0.9964432122294724,SPOOF,31.9350999998278,cuda:0
168,LA_E_6826863,LA_E_6826863.flac,BONAFIDE,-,LA_0044,-0.020943211391568184,0.9792745746308016,0.020725430731059757,BONAFIDE,20.65539999966859,cuda:0
169,LA_E_5035687,LA_E_5035687.flac,SPOOF,A16,LA_0017,-5.06898832321167,0.006288779135513415,0.9937112164124188,SPOOF,30.26730000055977,cuda:0
170,LA_E_3070815,LA_E_3070815.flac,BONAFIDE,-,LA_0047,-9.89362907409668,5.0495361666131495e-05,0.9999494578154603,SPOOF,30.615300000135903,cuda:0
171,LA_E_9398476,LA_E_9398476.flac,BONAFIDE,-,LA_0012,-1.4662635294371285e-05,0.9999853374722015,1.4647849825422358e-05,BONAFIDE,21.096599999509635,cuda:0
172,LA_E_9994368,LA_E_9994368.flac,BONAFIDE,-,LA_0008,-9.812056541442871,5.4787059004940984e-05,0.9999451667326904,SPOOF,21.15860000048997,cuda:0
173,LA_E_2557147,LA_E_2557147.flac,SPOOF,A11,LA_0020,-5.178258419036865,0.005637816583357933,0.9943621336869423,SPOOF,20.618300000933232,cuda:0
174,LA_E_8996625,LA_E_8996625.flac,SPOOF,A15,LA_0017,-5.912419319152832,0.0027056331726643358,0.9972943751758294,SPOOF,22.263099999690894,cuda:0
175,LA_E_5329393,LA_E_5329393.flac,BONAFIDE,-,LA_0060,-1.178287148475647,0.3078055124708683,0.6921944737517293,SPOOF,19.898599999578437,cuda:0
176,LA_E_6282678,LA_E_6282678.flac,BONAFIDE,-,LA_0026,-2.4464690685272217,0.0865988218051879,0.9134011894777565,SPOOF,22.610700001678197,cuda:0
177,LA_E_3168389,LA_E_3168389.flac,SPOOF,A12,LA_0024,-0.05112015828490257,0.9501644935369896,0.04983552219207815,BONAFIDE,20.11109999875771,cuda:0
178,LA_E_4984304,LA_E_4984304.flac,BONAFIDE,-,LA_0050,-6.8662193370983e-05,0.9999313401638235,6.870224744811444e-05,BONAFIDE,21.10720000018773,cuda:0
179,LA_E_7974334,LA_E_7974334.flac,SPOOF,A07,LA_0027,-4.649036407470703,0.00957081985918223,0.990429142614322,SPOOF,20.697100000688806,cuda:0
180,LA_E_3765806,LA_E_3765806.flac,BONAFIDE,-,LA_0057,-5.9296112060546875,0.002659515791432409,0.9973404991945075,SPOOF,24.288299999170704,cuda:0
181,LA_E_8432180,LA_E_8432180.flac,BONAFIDE,-,LA_0058,-1.1631780862808228,0.31249147621776807,0.6875085413453818,SPOOF,28.628800000660704,cuda:0
182,LA_E_5876546,LA_E_5876546.flac,BONAFIDE,-,LA_0061,-2.1685566902160645,0.11434252956382507,0.8856575254663014,SPOOF,26.482400000531925,cuda:0
183,LA_E_7455595,LA_E_7455595.flac,BONAFIDE,-,LA_0024,-0.00011908298620255664,0.9998809241038948,0.00011901924932405043,BONAFIDE,21.067899999252404,cuda:0
184,LA_E_8142396,LA_E_8142396.flac,SPOOF,A15,LA_0017,-5.841680526733398,0.0029039583432498707,0.9970960553360982,SPOOF,20.24179999898479,cuda:0
185,LA_E_8954069,LA_E_8954069.flac,SPOOF,A09,LA_0039,-7.58013391494751,0.0005104928558128387,0.9994894490131755,SPOOF,29.042599999229424,cuda:0
186,LA_E_4726326,LA_E_4726326.flac,SPOOF,A13,LA_0026,-2.8480451107025146,0.05795751071939773,0.9420425316208458,SPOOF,20.79080000112299,cuda:0
187,LA_E_4927073,LA_E_4927073.flac,BONAFIDE,-,LA_0035,-5.487827777862549,0.004136820514523617,0.9958632172765741,SPOOF,26.916399998299312,cuda:0
188,LA_E_5780087,LA_E_5780087.flac,BONAFIDE,-,LA_0012,-0.060992561280727386,0.9408302383220056,0.05916978954097353,BONAFIDE,20.984900000257767,cuda:0
189,LA_E_7811426,LA_E_7811426.flac,SPOOF,A09,LA_0041,-11.337708473205566,1.1915047352782442e-05,0.9999880792130387,SPOOF,24.09769999940181,cuda:0
190,LA_E_8433980,LA_E_8433980.flac,BONAFIDE,-,LA_0026,-9.237993240356445,9.72725972143383e-05,0.999902734679677,SPOOF,21.953499999654014,cuda:0
191,LA_E_5241267,LA_E_5241267.flac,SPOOF,A19,LA_0015,-9.272720336914062,9.395258320868252e-05,0.9999060719005844,SPOOF,21.14350000010745,cuda:0
192,LA_E_3757378,LA_E_3757378.flac,BONAFIDE,-,LA_0028,-7.010284423828125,0.0009025518446350901,0.9990974473525368,SPOOF,23.644099999728496,cuda:0
193,LA_E_5593348,LA_E_5593348.flac,SPOOF,A18,LA_0011,-11.545059204101562,9.683770635112624e-06,0.9999903441405488,SPOOF,23.784799999702955,cuda:0
194,LA_E_7862687,LA_E_7862687.flac,BONAFIDE,-,LA_0061,-3.0201032161712646,0.04879618154704543,0.9512037684323841,SPOOF,23.430700000972138,cuda:0
195,LA_E_5818870,LA_E_5818870.flac,BONAFIDE,-,LA_0050,-7.450663089752197,0.0005810561920174157,0.9994189540860882,SPOOF,19.41830000032496,cuda:0
196,LA_E_2553827,LA_E_2553827.flac,BONAFIDE,-,LA_0066,-0.024200627580285072,0.9760898595654257,0.02391013060053747,BONAFIDE,21.434999998746207,cuda:0
197,LA_E_3533493,LA_E_3533493.flac,SPOOF,A15,LA_0022,-0.08629047870635986,0.9173277283434822,0.08267232875634128,BONAFIDE,23.693499999353662,cuda:0
198,LA_E_6290182,LA_E_6290182.flac,BONAFIDE,-,LA_0013,-0.36544153094291687,0.6938902092328596,0.3061097609679731,BONAFIDE,21.61849999902188,cuda:0
199,LA_E_6458340,LA_E_6458340.flac,SPOOF,A13,LA_0015,-9.375483512878418,8.477723445040805e-05,0.9999152493809891,SPOOF,21.28629999970144,cuda:0
200,LA_E_2919347,LA_E_2919347.flac,BONAFIDE,-,LA_0019,-0.15471768379211426,0.8566569915012986,0.1433429691188858,BONAFIDE,21.085200000015902,cuda:0
201,LA_E_3264244,LA_E_3264244.flac,BONAFIDE,-,LA_0025,-5.03782844543457,0.006487821691023412,0.9935122006030265,SPOOF,21.02010000089649,cuda:0
202,LA_E_3027257,LA_E_3027257.flac,BONAFIDE,-,LA_0031,-0.79925137758255,0.44966546779395156,0.550334532746799,SPOOF,22.171399999933783,cuda:0
203,LA_E_5910912,LA_E_5910912.flac,BONAFIDE,-,LA_0028,-0.14764049649238586,0.8627412176911158,0.1372588045904316,BONAFIDE,20.625400000426453,cuda:0
204,LA_E_6787784,LA_E_6787784.flac,BONAFIDE,-,LA_0008,-2.5015809535980225,0.08195532857815163,0.9180447281060883,SPOOF,21.193299999140436,cuda:0
205,LA_E_4574179,LA_E_4574179.flac,SPOOF,A08,LA_0038,-7.594267845153809,0.0005033283360985084,0.9994967133702409,SPOOF,20.00940000107221,cuda:0
206,LA_E_9318500,LA_E_9318500.flac,BONAFIDE,-,LA_0065,-0.0031805664766579866,0.9968244861667227,0.0031755224902655097,BONAFIDE,23.637599999347003,cuda:0
207,LA_E_6892275,LA_E_6892275.flac,BONAFIDE,-,LA_0008,-7.3084940910339355,0.000669824988406856,0.9993301351896878,SPOOF,21.118299999216106,cuda:0
208,LA_E_5694987,LA_E_5694987.flac,BONAFIDE,-,LA_0020,-2.52591872215271,0.07998479521753556,0.9200151493908618,SPOOF,21.328700000594836,cuda:0
209,LA_E_2931199,LA_E_2931199.flac,BONAFIDE,-,LA_0043,-0.5416629314422607,0.5817799872845572,0.41821992378013056,BONAFIDE,24.33010000095237,cuda:0
210,LA_E_6461031,LA_E_6461031.flac,SPOOF,A13,LA_0041,-8.248929977416992,0.0002615382594751184,0.9997384040577275,SPOOF,23.965600001247367,cuda:0
211,LA_E_3306343,LA_E_3306343.flac,SPOOF,A12,LA_0027,-4.125916957855225,0.01614868013798662,0.983851369481444,SPOOF,25.180399999953806,cuda:0
212,LA_E_8354339,LA_E_8354339.flac,SPOOF,A09,LA_0023,-11.325308799743652,1.206370982755516e-05,0.9999879600069962,SPOOF,22.13859999937995,cuda:0
213,LA_E_2992000,LA_E_2992000.flac,BONAFIDE,-,LA_0046,-1.2019082307815552,0.30062001187313797,0.6993800200427496,SPOOF,27.59430000151042,cuda:0
214,LA_E_9617894,LA_E_9617894.flac,BONAFIDE,-,LA_0014,-4.618672847747803,0.009865880902538073,0.9901340784128638,SPOOF,21.647699999448378,cuda:0
215,LA_E_5903059,LA_E_5903059.flac,BONAFIDE,-,LA_0050,-0.00019608005823101848,0.9998039391642072,0.00019601728001897263,BONAFIDE,24.63309999984631,cuda:0
216,LA_E_9072241,LA_E_9072241.flac,BONAFIDE,-,LA_0002,-12.067190170288086,5.7449452870376035e-06,0.9999942779868433,SPOOF,29.016399999818532,cuda:0
217,LA_E_9067234,LA_E_9067234.flac,SPOOF,A16,LA_0010,-3.1565918922424316,0.04257057924965875,0.9574294344195359,SPOOF,29.136499999367516,cuda:0
218,LA_E_5323454,LA_E_5323454.flac,BONAFIDE,-,LA_0031,-1.3812127113342285,0.2512736458166151,0.7487262855690241,SPOOF,27.147099999638158,cuda:0
219,LA_E_6197222,LA_E_6197222.flac,BONAFIDE,-,LA_0038,-0.0013000854523852468,0.9987007592925866,0.0012992167324950017,BONAFIDE,25.58870000029856,cuda:0
220,LA_E_4247457,LA_E_4247457.flac,SPOOF,A19,LA_0043,-8.79586124420166,0.00015135821524288372,0.9998486271126596,SPOOF,25.69519999997283,cuda:0
221,LA_E_1894268,LA_E_1894268.flac,BONAFIDE,-,LA_0015,-0.052181147038936615,0.9491569143045008,0.05084311408048242,BONAFIDE,21.71699999962584,cuda:0
222,LA_E_7141383,LA_E_7141383.flac,BONAFIDE,-,LA_0065,-0.019768014550209045,0.9804260915147046,0.019573895473713996,BONAFIDE,20.021899999846937,cuda:0
223,LA_E_1957306,LA_E_1957306.flac,BONAFIDE,-,LA_0011,-0.004251608159393072,0.9957574171313803,0.004242621149409773,BONAFIDE,20.38899999934074,cuda:0
224,LA_E_2021989,LA_E_2021989.flac,BONAFIDE,-,LA_0044,-10.538043975830078,2.6508530374936807e-05,0.9999735362389561,SPOOF,21.40309999958845,cuda:0
225,LA_E_7993665,LA_E_7993665.flac,SPOOF,A14,LA_0019,-4.199823379516602,0.014998225580410321,0.985001769602021,SPOOF,20.31890000034764,cuda:0
226,LA_E_1876354,LA_E_1876354.flac,BONAFIDE,-,LA_0014,-2.635951519012451,0.07165075990211257,0.9283492061774231,SPOOF,21.23369999935676,cuda:0
227,LA_E_3199414,LA_E_3199414.flac,SPOOF,A10,LA_0012,-2.7182936668395996,0.06598725465845617,0.9340127895794261,SPOOF,21.008899999287678,cuda:0
228,LA_E_9334976,LA_E_9334976.flac,SPOOF,A19,LA_0014,-11.841590881347656,7.198838377997209e-06,0.9999928474936721,SPOOF,21.172400000068592,cuda:0
229,LA_E_1063675,LA_E_1063675.flac,SPOOF,A19,LA_0017,-10.565688133239746,2.5785760597076798e-05,0.9999742514560126,SPOOF,24.501100000634324,cuda:0
230,LA_E_1193863,LA_E_1193863.flac,SPOOF,A08,LA_0010,-7.689828872680664,0.00045745644833295547,0.9995425648792541,SPOOF,19.71860000048764,cuda:0
231,LA_E_3248749,LA_E_3248749.flac,BONAFIDE,-,LA_0038,-0.00019000156316906214,0.9998100164859848,0.00018992903529556235,BONAFIDE,24.55730000110634,cuda:0
232,LA_E_9419854,LA_E_9419854.flac,BONAFIDE,-,LA_0009,-0.04219967499375343,0.9586783373688847,0.041321620421719975,BONAFIDE,29.627000001710257,cuda:0
233,LA_E_8393759,LA_E_8393759.flac,SPOOF,A09,LA_0041,-10.625190734863281,2.429619668560304e-05,0.9999756818971167,SPOOF,26.608100000885315,cuda:0
234,LA_E_1145962,LA_E_1145962.flac,BONAFIDE,-,LA_0020,-11.139704704284668,1.452404938353601e-05,0.9999854566779314,SPOOF,23.79780000046594,cuda:0
235,LA_E_1101546,LA_E_1101546.flac,SPOOF,A08,LA_0002,-3.479029893875122,0.03083731199209248,0.9691626880618016,SPOOF,23.919999999634456,cuda:0
236,LA_E_4022756,LA_E_4022756.flac,BONAFIDE,-,LA_0068,-0.10500022768974304,0.9003243175916298,0.09967563102127977,BONAFIDE,21.120200000950717,cuda:0
237,LA_E_9028824,LA_E_9028824.flac,SPOOF,A09,LA_0013,-10.05018138885498,4.317791635717178e-05,0.9999568480995752,SPOOF,20.484799999394454,cuda:0
238,LA_E_3233972,LA_E_3233972.flac,SPOOF,A17,LA_0003,-6.201666355133057,0.002026051700173405,0.9979739789459952,SPOOF,22.743600000467268,cuda:0
239,LA_E_2810656,LA_E_2810656.flac,BONAFIDE,-,LA_0027,-0.000856747676152736,0.9991436192273488,0.0008563222205714942,BONAFIDE,24.946499999714433,cuda:0
240,LA_E_7179600,LA_E_7179600.flac,SPOOF,A07,LA_0016,-4.632245063781738,0.009732883611107464,0.9902670932200449,SPOOF,24.164300000848016,cuda:0
241,LA_E_3744905,LA_E_3744905.flac,BONAFIDE,-,LA_0051,-2.6321616172790527,0.0719228244645968,0.9280771345620097,SPOOF,21.57450000049721,cuda:0
242,LA_E_1377183,LA_E_1377183.flac,SPOOF,A08,LA_0044,-6.733306407928467,0.0011905898672233642,0.9988094453711692,SPOOF,21.336100000553415,cuda:0
243,LA_E_1064405,LA_E_1064405.flac,SPOOF,A07,LA_0009,-2.976792573928833,0.05095600967174341,0.9490439495001662,SPOOF,25.824000000284286,cuda:0
244,LA_E_2156023,LA_E_2156023.flac,SPOOF,A10,LA_0033,-0.16867178678512573,0.8447861278600839,0.15521380033161317,BONAFIDE,21.999700000378652,cuda:0
245,LA_E_3184392,LA_E_3184392.flac,SPOOF,A17,LA_0024,-11.990610122680664,6.202177470321508e-06,0.9999938011552557,SPOOF,26.036799999928917,cuda:0
246,LA_E_9578227,LA_E_9578227.flac,BONAFIDE,-,LA_0058,-0.16690726578235626,0.8462780866347325,0.15372194603695846,BONAFIDE,21.229399999356247,cuda:0
247,LA_E_9709651,LA_E_9709651.flac,SPOOF,A18,LA_0047,-0.8712562322616577,0.41842557923482226,0.5815743902597881,SPOOF,24.998500000947388,cuda:0
248,LA_E_4350971,LA_E_4350971.flac,SPOOF,A13,LA_0014,-2.6691479682922363,0.06931125554538803,0.930688790261844,SPOOF,20.43220000086876,cuda:0
249,LA_E_5486391,LA_E_5486391.flac,BONAFIDE,-,LA_0058,-6.888595104217529,0.0010193449088728053,0.9989806086742293,SPOOF,20.29210000000603,cuda:0
250,LA_E_3681100,LA_E_3681100.flac,BONAFIDE,-,LA_0037,-1.4491945505142212,0.23475929872075957,0.7652407388434517,SPOOF,21.41930000107095,cuda:0
251,LA_E_6452847,LA_E_6452847.flac,SPOOF,A17,LA_0027,-7.835806369781494,0.00039532340952114366,0.9996046199625587,SPOOF,27.79240000018035,cuda:0
252,LA_E_4149038,LA_E_4149038.flac,BONAFIDE,-,LA_0066,-0.20596857368946075,0.8138586524557834,0.18614135825923536,BONAFIDE,21.289799999067327,cuda:0
253,LA_E_9195169,LA_E_9195169.flac,BONAFIDE,-,LA_0055,-0.05563874542713165,0.9458807779332223,0.05411927123977764,BONAFIDE,21.23589999973774,cuda:0
254,LA_E_1783571,LA_E_1783571.flac,BONAFIDE,-,LA_0056,-0.004679324571043253,0.995331606411659,0.004668359046718368,BONAFIDE,21.604999999908614,cuda:0
255,LA_E_4230786,LA_E_4230786.flac,BONAFIDE,-,LA_0001,-2.3107306957244873,0.099188748279668,0.9008112107851765,SPOOF,20.056200000908575,cuda:0
256,LA_E_3030272,LA_E_3030272.flac,BONAFIDE,-,LA_0033,-0.77581787109375,0.46032713873710984,0.5396728575322753,SPOOF,20.894100000077742,cuda:0
257,LA_E_5033229,LA_E_5033229.flac,BONAFIDE,-,LA_0060,-7.927873611450195,0.0003605522726083672,0.9996394027676961,SPOOF,21.619299999656505,cuda:0
258,LA_E_5650977,LA_E_5650977.flac,BONAFIDE,-,LA_0052,-8.368468284606934,0.00023207074797735997,0.9997679533758232,SPOOF,23.083300000507734,cuda:0
259,LA_E_5862458,LA_E_5862458.flac,BONAFIDE,-,LA_0002,-2.7799720764160156,0.06204023973901609,0.9379598159394705,SPOOF,22.38740000029793,cuda:0
260,LA_E_3581006,LA_E_3581006.flac,BONAFIDE,-,LA_0003,-9.83250617980957,5.367806140817763e-05,0.99994635869545,SPOOF,20.64750000135973,cuda:0
261,LA_E_9910906,LA_E_9910906.flac,SPOOF,A18,LA_0005,-4.26605749130249,0.014037015260016421,0.985963034047585,SPOOF,23.27010000044538,cuda:0
262,LA_E_2687712,LA_E_2687712.flac,BONAFIDE,-,LA_0031,-4.693501949310303,0.009154571112444212,0.990845384108481,SPOOF,23.357099998975173,cuda:0
263,LA_E_5252960,LA_E_5252960.flac,SPOOF,A12,LA_0016,-6.7670722007751465,0.001151059794238895,0.9988489302384433,SPOOF,28.804700001273886,cuda:0
264,LA_E_1911910,LA_E_1911910.flac,BONAFIDE,-,LA_0034,-0.009983958676457405,0.990065715586257,0.00993423185990941,BONAFIDE,20.627599998988444,cuda:0
265,LA_E_4827168,LA_E_4827168.flac,SPOOF,A19,LA_0024,-7.3304266929626465,0.0006552939181602054,0.9993446594303591,SPOOF,20.91399999881105,cuda:0
266,LA_E_4060503,LA_E_4060503.flac,SPOOF,A12,LA_0043,-5.10722017288208,0.006052885533952464,0.993947054902245,SPOOF,20.134000000325614,cuda:0
267,LA_E_3338123,LA_E_3338123.flac,BONAFIDE,-,LA_0003,-0.009202091954648495,0.9908401177218571,0.009159867679797375,BONAFIDE,24.26510000077542,cuda:0
268,LA_E_3605433,LA_E_3605433.flac,BONAFIDE,-,LA_0030,-0.005432485602796078,0.9945822436628714,0.005417746768045947,BONAFIDE,26.255000000674045,cuda:0
269,LA_E_4852262,LA_E_4852262.flac,BONAFIDE,-,LA_0004,-1.7668681144714355,0.1708672884941167,0.829132745785368,SPOOF,23.919999999634456,cuda:0
270,LA_E_7157393,LA_E_7157393.flac,SPOOF,A13,LA_0017,-9.84798526763916,5.285357161844871e-05,0.9999471930724098,SPOOF,20.225700000082725,cuda:0
271,LA_E_5326497,LA_E_5326497.flac,SPOOF,A11,LA_0043,-2.7713727951049805,0.06257604166711943,0.9374239979077077,SPOOF,21.950099999230588,cuda:0
272,LA_E_9476637,LA_E_9476637.flac,SPOOF,A12,LA_0041,-2.007995843887329,0.13425747816227945,0.8657425324433257,SPOOF,20.54870000029041,cuda:0
273,LA_E_9063665,LA_E_9063665.flac,SPOOF,A10,LA_0026,-0.5820361971855164,0.5587594629968473,0.4412405077853002,BONAFIDE,22.499900000184425,cuda:0
274,LA_E_8204966,LA_E_8204966.flac,BONAFIDE,-,LA_0043,-0.03741176053881645,0.9632794132271801,0.036720608818921766,BONAFIDE,22.118299999419833,cuda:0
275,LA_E_1312327,LA_E_1312327.flac,SPOOF,A17,LA_0006,-5.296453475952148,0.00500932814359844,0.9949906539694564,SPOOF,24.702099999558413,cuda:0
276,LA_E_8632976,LA_E_8632976.flac,SPOOF,A15,LA_0031,-8.972230911254883,0.0001268848074249169,0.9998730582261783,SPOOF,23.14950000072713,cuda:0
277,LA_E_4862472,LA_E_4862472.flac,SPOOF,A07,LA_0007,-6.674388885498047,0.001262844092419759,0.9987371438660386,SPOOF,20.568799998727627,cuda:0
278,LA_E_5979927,LA_E_5979927.flac,SPOOF,A08,LA_0021,-8.332921981811523,0.0002404683731086933,0.9997594935092181,SPOOF,21.3636000007682,cuda:0
279,LA_E_9856020,LA_E_9856020.flac,SPOOF,A19,LA_0019,-10.569462776184082,2.5688612023710352e-05,0.9999743706604208,SPOOF,20.658999999795924,cuda:0
280,LA_E_3958544,LA_E_3958544.flac,SPOOF,A19,LA_0006,-6.46509313583374,0.0015568462543030018,0.9984431699400592,SPOOF,21.149899999727495,cuda:0
281,LA_E_6512887,LA_E_6512887.flac,BONAFIDE,-,LA_0006,-0.00828981027007103,0.991744455456255,0.008255524917433102,BONAFIDE,21.56950000062352,cuda:0
282,LA_E_5313973,LA_E_5313973.flac,BONAFIDE,-,LA_0060,-3.049760103225708,0.04737028700720927,0.9526297525473365,SPOOF,21.56509999986156,cuda:0
283,LA_E_6162524,LA_E_6162524.flac,BONAFIDE,-,LA_0063,-1.3662323951721191,0.2550661399321056,0.7449338773371533,SPOOF,24.29420000044047,cuda:0
284,LA_E_5667435,LA_E_5667435.flac,BONAFIDE,-,LA_0051,-4.296821594238281,0.013611754007590716,0.9863882872452172,SPOOF,20.125899998674868,cuda:0
285,LA_E_4260938,LA_E_4260938.flac,SPOOF,A17,LA_0041,-8.779898643493652,0.0001537936723981461,0.9998462436543534,SPOOF,21.026500000516535,cuda:0
286,LA_E_4557836,LA_E_4557836.flac,SPOOF,A17,LA_0038,-8.536426544189453,0.00019619008560597205,0.9998038200073951,SPOOF,23.724499998934334,cuda:0
287,LA_E_4932099,LA_E_4932099.flac,BONAFIDE,-,LA_0031,-0.15283994376659393,0.8582670818148098,0.14173290684850734,BONAFIDE,19.594899998992332,cuda:0
288,LA_E_1023824,LA_E_1023824.flac,BONAFIDE,-,LA_0017,-4.4252119064331055,0.011971674157225632,0.9880282695148005,SPOOF,21.094400000947644,cuda:0
289,LA_E_5035954,LA_E_5035954.flac,SPOOF,A15,LA_0042,-1.799290418624878,0.16541622285831017,0.8345838019966031,SPOOF,20.75890000014624,cuda:0
290,LA_E_7231301,LA_E_7231301.flac,SPOOF,A08,LA_0048,-4.606598854064941,0.00998572351983553,0.9900143022672901,SPOOF,23.93339999980526,cuda:0
291,LA_E_5200752,LA_E_5200752.flac,SPOOF,A11,LA_0024,-9.137530326843262,0.00010755262160700349,0.9998924847781113,SPOOF,21.075100001326064,cuda:0
292,LA_E_8847733,LA_E_8847733.flac,SPOOF,A07,LA_0014,-0.9710361957550049,0.37869043730928786,0.621309561213079,SPOOF,20.1374999996915,cuda:0
293,LA_E_5824773,LA_E_5824773.flac,SPOOF,A14,LA_0006,-9.644868850708008,6.475699380999338e-05,0.999935273546097,SPOOF,21.68820000042615,cuda:0
294,LA_E_9862588,LA_E_9862588.flac,BONAFIDE,-,LA_0027,-0.622488260269165,0.5366075557683243,0.4633923976479674,BONAFIDE,43.47779999989143,cuda:0
295,LA_E_5419661,LA_E_5419661.flac,BONAFIDE,-,LA_0017,-0.0007846852531656623,0.9992156225317975,0.0007843361140410059,BONAFIDE,31.59570000025269,cuda:0
296,LA_E_1873948,LA_E_1873948.flac,BONAFIDE,-,LA_0061,-11.805367469787598,7.464385336196848e-06,0.9999924898711537,SPOOF,25.355400000989903,cuda:0
297,LA_E_2095975,LA_E_2095975.flac,BONAFIDE,-,LA_0043,-0.057108815759420395,0.944491288237726,0.05550868404230762,BONAFIDE,23.80769999945187,cuda:0
298,LA_E_3558164,LA_E_3558164.flac,SPOOF,A16,LA_0004,-4.9046196937561035,0.0074122614762752405,0.992587724461305,SPOOF,24.96130000145058,cuda:0
299,LA_E_2406660,LA_E_2406660.flac,SPOOF,A12,LA_0035,-2.8427860736846924,0.05826311429965104,0.9417368929925408,SPOOF,20.600899999408284,cuda:0
300,LA_E_3988178,LA_E_3988178.flac,SPOOF,A12,LA_0045,-8.002533912658691,0.00033461367094878003,0.9996653723401436,SPOOF,21.077400000649504,cuda:0
301,LA_E_1554746,LA_E_1554746.flac,SPOOF,A19,LA_0026,-11.299409866333008,1.238022809586148e-05,0.9999876023871354,SPOOF,23.697399999946356,cuda:0
302,LA_E_4534151,LA_E_4534151.flac,BONAFIDE,-,LA_0011,-2.779444456100464,0.0620729820668832,0.937926992256383,SPOOF,23.09640000021318,cuda:0
303,LA_E_7119102,LA_E_7119102.flac,SPOOF,A12,LA_0033,-11.671065330505371,8.537303661630676e-06,0.9999914170043662,SPOOF,20.13040000019828,cuda:0
304,LA_E_3515491,LA_E_3515491.flac,BONAFIDE,-,LA_0040,-9.33860969543457,8.796164458969716e-05,0.9999120312845954,SPOOF,20.58460000080231,cuda:0
305,LA_E_7546985,LA_E_7546985.flac,SPOOF,A09,LA_0012,-9.848057746887207,5.2849740970144144e-05,0.9999471930724098,SPOOF,23.98640000137675,cuda:0
306,LA_E_7991213,LA_E_7991213.flac,BONAFIDE,-,LA_0032,-3.3710668087005615,0.03435296974128162,0.9656470757279461,SPOOF,21.00090000021737,cuda:0
307,LA_E_8506338,LA_E_8506338.flac,SPOOF,A18,LA_0048,-0.0750364288687706,0.927709690298416,0.07229029290660152,BONAFIDE,20.636999999624095,cuda:0
308,LA_E_3682344,LA_E_3682344.flac,SPOOF,A17,LA_0025,-7.96311616897583,0.0003480667908151429,0.9996519108855794,SPOOF,20.126499999605585,cuda:0
309,LA_E_4855153,LA_E_4855153.flac,SPOOF,A15,LA_0035,-2.4420838356018066,0.08697941168760831,0.9130206240660901,SPOOF,20.856799999819486,cuda:0
310,LA_E_9941606,LA_E_9941606.flac,SPOOF,A15,LA_0037,-4.2029571533203125,0.014951298102439272,0.9850487300923391,SPOOF,23.240500000611064,cuda:0
311,LA_E_4837413,LA_E_4837413.flac,SPOOF,A14,LA_0016,-5.96432638168335,0.0025687743981968178,0.9974312181087334,SPOOF,19.75999999922351,cuda:0
312,LA_E_4678440,LA_E_4678440.flac,SPOOF,A07,LA_0045,-3.3771140575408936,0.03414585565123843,0.9658540982526247,SPOOF,22.763899998608395,cuda:0
313,LA_E_8601887,LA_E_8601887.flac,BONAFIDE,-,LA_0068,-10.477765083312988,2.8155577632348458e-05,0.9999718673999347,SPOOF,25.32910000081756,cuda:0
314,LA_E_1579654,LA_E_1579654.flac,SPOOF,A18,LA_0043,-1.4383494853973389,0.23731913430434343,0.7626808884548273,SPOOF,23.64119999947434,cuda:0
315,LA_E_3850054,LA_E_3850054.flac,SPOOF,A07,LA_0041,-6.90057897567749,0.0010072021146756743,0.9989927433728854,SPOOF,22.707599999193917,cuda:0
316,LA_E_4408989,LA_E_4408989.flac,SPOOF,A19,LA_0016,-10.956250190734863,1.7448616594077926e-05,0.9999825957461574,SPOOF,22.190599998793914,cuda:0
317,LA_E_1086117,LA_E_1086117.flac,BONAFIDE,-,LA_0032,-7.57364559173584,0.0005138158671867526,0.9994862336397974,SPOOF,22.780899998906534,cuda:0
318,LA_E_6322548,LA_E_6322548.flac,SPOOF,A18,LA_0012,-7.9512457847595215,0.00035222309702695047,0.9996477414761661,SPOOF,23.80319999974745,cuda:0
